datahora,chuva_mm,chuva_wrf,obs_acum,wrf_acum,qsac_bru,qsac_anc,qsac_bru_novo,qsac_anc_novo,qgr5_bru,qgr5_anc
2019-05-30T18:00:00+00:00,0.160,0.650,55.120,66.120,10.385,13.482,10.288,9.582,11.139,10.316
2019-05-31T00:00:00+00:00,1.160,0.190,56.280,66.310,9.230,11.953,9.983,9.298,10.507,9.731
2019-05-31T06:00:00+00:00,0.030,0.050,56.310,66.360,8.419,10.862,9.675,9.012,10.179,9.427
2019-05-31T12:00:00+00:00,0.050,0.000,56.360,66.360,7.854,10.109,9.383,8.740,9.922,9.190
2019-05-31T18:00:00+00:00,0.030,0.140,56.390,66.500,7.443,9.577,9.118,8.493,9.614,8.904
2019-06-01T00:00:00+00:00,6.440,0.070,62.830,66.570,7.180,9.241,8.863,8.255,9.307,8.619
2019-06-01T06:00:00+00:00,4.950,0.000,67.780,66.570,7.008,9.021,8.666,8.072,9.046,8.378
2019-06-01T12:00:00+00:00,2.570,0.000,70.350,66.570,6.917,8.903,8.491,7.909,8.819,8.167
2019-06-01T18:00:00+00:00,3.610,0.020,73.960,66.590,6.828,8.801,8.338,7.767,8.583,7.949
2019-06-02T00:00:00+00:00,3.170,0.000,77.130,66.590,6.776,8.740,8.204,7.641,8.359,7.742
2019-06-02T06:00:00+00:00,0.740,0.260,77.870,66.850,6.743,8.700,8.109,7.553,8.170,7.566
2019-06-02T12:00:00+00:00,9.200,11.100,87.070,77.950,7.115,9.097,9.310,8.671,8.624,7.987
2019-06-02T18:00:00+00:00,2.660,3.470,89.730,81.420,9.437,11.749,10.427,9.712,11.090,10.271
2019-06-03T00:00:00+00:00,14.510,3.920,104.240,85.340,12.446,15.320,11.266,10.494,14.657,13.575
