datahora,chuva_mm,chuva_wrf,obs_acum,wrf_acum,qsac_bru,qsac_anc,qsac_bru_novo,qsac_anc_novo,qgr5_bru,qgr5_anc
2019-06-01T12:00:00+00:00,2.570,0.000,65.960,77.900,10.356,13.359,11.369,11.648,12.311,12.323
2019-06-01T18:00:00+00:00,3.610,0.070,69.570,77.970,8.988,11.731,10.918,11.186,11.820,11.831
2019-06-02T00:00:00+00:00,3.170,0.000,72.740,77.970,8.140,10.699,10.512,10.769,11.372,11.382
2019-06-02T06:00:00+00:00,0.740,0.010,73.480,77.980,7.635,10.074,10.152,10.401,10.961,10.971
2019-06-02T12:00:00+00:00,9.200,1.380,82.680,79.360,7.360,9.723,9.959,10.203,10.629,10.639
2019-06-02T18:00:00+00:00,2.660,0.430,85.340,79.790,7.391,9.708,9.771,10.010,10.457,10.467
2019-06-03T00:00:00+00:00,14.510,0.130,99.850,79.920,7.506,9.792,9.562,9.796,10.330,10.340
2019-06-03T06:00:00+00:00,17.310,0.080,117.160,80.000,7.562,9.829,9.357,9.586,9.974,9.983
2019-06-03T12:00:00+00:00,0.140,0.010,117.300,80.010,7.497,9.754,9.164,9.388,9.648,9.657
2019-06-03T18:00:00+00:00,0.030,0.020,117.330,80.030,7.361,9.611,8.989,9.209,9.348,9.357
2019-06-04T00:00:00+00:00,0.000,0.010,117.330,80.040,7.218,9.461,8.832,9.049,9.067,9.075
2019-06-04T06:00:00+00:00,0.050,0.000,117.380,80.040,7.097,9.334,8.693,8.906,8.814,8.822
2019-06-04T12:00:00+00:00,0.000,0.000,117.380,80.040,7.005,9.235,8.570,8.780,8.591,8.598
2019-06-04T18:00:00+00:00,0.000,0.020,117.380,80.060,6.938,9.161,8.464,8.672,8.382,8.389
2019-06-05T00:00:00+00:00,0.000,0.010,117.380,80.070,6.893,9.109,8.371,8.576,8.185,8.193
