datahora_UTC,Qsac_0,Qsac_1,Qsac_2,Qsac_3,Qsac_4,Qsac_5,Qsac_6,Qsac_7,Qsac_8,Qsac_9,Qsac_10,Qsac_11,Qsac_12,Qsac_13,Qsac_14,Qsac_15,Qsac_16,Qsac_17,Qsac_18,Qsac_19,Qsac_20,Qsac_21,Qsac_22,Qsac_23,Qsac_24,Qsac_25,Qsac_26,Qsac_27,Qsac_28,Qsac_29,Qsac_30,Qsac_31,Qsac_32,Qsac_33,Qsac_34,Qsac_35,Qsac_36,Qsac_37,Qsac_38,Qsac_39,Qsac_40,Qsac_41,Qsac_42,Qsac_43,Qsac_44,Qsac_45,Qsac_46,Qsac_47,Qsac_48,Qsac_49,Qsac_50,Qmed,Q25,Q75,Qobs
2020-06-22 12:00:00+00:00,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.512,1.506,1.506,1.506,1.506,1.506,1.546,1.506,1.506,1.509,1.506,1.506,1.506,1.525,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.506,1.509,1.506,1.506,1.506,1.506,2.473
2020-06-22 18:00:00+00:00,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.508,1.503,1.503,1.503,1.503,1.503,1.536,1.503,1.503,1.505,1.503,1.503,1.503,1.518,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.503,1.505,1.503,1.503,1.503,1.503,2.572
2020-06-23 00:00:00+00:00,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.503,1.499,1.499,1.499,1.499,1.499,1.522,1.499,1.499,1.501,1.499,1.499,1.499,1.510,1.499,1.499,1.499,1.499,1.499,1.501,1.499,1.499,1.499,1.499,1.501,1.499,1.499,1.499,1.499,2.560
2020-06-23 06:00:00+00:00,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.498,1.496,1.496,1.496,1.496,1.496,1.510,1.496,1.496,1.497,1.496,1.496,1.496,1.502,1.496,1.496,1.496,1.496,1.496,1.498,1.496,1.496,1.496,1.496,1.497,1.496,1.496,1.496,1.496,2.558
2020-06-23 12:00:00+00:00,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.492,1.493,1.492,1.492,1.492,1.492,1.492,1.501,1.492,1.492,1.493,1.492,1.492,1.492,1.496,1.492,1.492,1.492,1.492,1.492,1.495,1.492,1.492,1.492,1.492,1.493,1.492,1.492,1.492,1.492,2.617
2020-06-23 18:00:00+00:00,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.493,1.489,1.489,1.489,1.489,1.489,1.489,1.491,1.489,1.489,1.489,1.489,1.489,1.491,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,1.489,2.482
2020-06-24 00:00:00+00:00,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.488,1.485,1.485,1.485,1.485,1.485,1.485,1.486,1.485,1.485,1.485,1.485,1.485,1.487,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,1.485,2.540
2020-06-24 06:00:00+00:00,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.483,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.483,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,1.482,2.468
2020-06-24 12:00:00+00:00,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.479,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.479,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,1.478,2.463
2020-06-24 18:00:00+00:00,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,1.475,2.458
2020-06-25 00:00:00+00:00,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,1.471,2.453
2020-06-25 06:00:00+00:00,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,1.468,2.512
2020-06-25 12:00:00+00:00,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,1.464,2.443
2020-06-25 18:00:00+00:00,1.479,1.473,1.476,1.532,1.539,1.462,1.461,1.461,1.461,1.471,1.461,1.501,1.498,1.464,1.461,1.461,1.493,1.463,1.463,1.461,1.461,1.462,1.461,1.461,1.472,1.466,1.461,1.461,1.522,1.519,1.544,1.461,1.473,1.501,1.461,1.461,1.462,1.461,1.499,1.533,1.461,1.461,1.461,1.489,1.461,1.461,1.462,1.461,1.499,1.461,1.461,1.462,1.461,1.479,2.903
2020-06-26 00:00:00+00:00,1.771,1.576,1.805,2.042,2.124,1.606,1.473,1.457,1.468,1.744,1.524,1.833,1.809,1.633,1.458,1.468,1.688,1.668,1.480,1.481,1.509,1.505,1.457,1.508,1.570,1.491,1.457,1.488,2.133,2.153,2.200,1.457,1.740,1.823,1.457,1.457,1.675,1.560,1.931,2.158,1.457,1.460,1.485,1.816,1.458,1.508,1.508,1.475,1.865,1.457,1.591,1.524,1.472,1.771,3.167
2020-06-26 06:00:00+00:00,3.165,1.871,3.449,2.996,3.439,2.722,1.648,1.462,1.641,3.559,1.971,2.673,2.897,2.540,1.604,1.632,2.138,2.932,1.726,1.674,1.905,1.934,1.562,1.871,1.858,1.516,1.464,1.745,4.255,4.391,3.712,1.513,2.975,2.711,1.454,1.454,3.216,2.539,3.534,3.964,1.455,1.544,1.866,2.941,1.464,1.944,1.892,1.562,3.170,1.507,2.543,1.934,1.625,2.941,2.967
2020-06-26 12:00:00+00:00,5.700,2.137,5.925,3.570,4.873,5.521,2.274,1.913,2.716,8.234,2.766,3.459,5.463,3.388,2.591,2.556,3.636,4.843,2.821,2.162,2.933,3.508,2.327,2.573,2.169,1.569,1.660,2.448,7.569,7.241,4.975,1.950,4.089,4.249,1.451,1.655,6.567,5.371,5.645,6.867,1.512,2.232,3.493,3.904,1.589,3.239,3.283,1.638,5.594,1.817,4.379,3.283,2.216,4.873,3.158
2020-06-26 18:00:00+00:00,9.170,2.375,9.346,3.667,5.834,9.653,2.914,4.843,5.422,14.336,3.677,3.719,8.762,3.750,4.608,4.704,6.531,7.105,3.906,2.644,4.603,6.458,3.750,3.032,2.489,2.030,2.570,3.407,10.061,9.211,5.553,3.003,4.299,6.337,1.461,3.311,11.020,7.800,7.396,11.180,1.919,4.150,6.110,4.105,2.295,5.355,6.221,1.836,8.572,2.266,6.108,4.608,3.241,6.531,4.425
2020-06-27 00:00:00+00:00,13.380,3.490,13.593,4.410,6.431,14.498,3.390,10.166,8.321,18.481,4.784,3.651,11.513,4.561,8.436,7.121,11.099,10.360,4.267,3.003,5.944,10.589,4.754,3.115,3.277,3.648,3.761,5.076,10.448,10.050,5.743,4.485,3.936,8.439,1.998,7.684,16.751,8.483,11.094,14.770,2.728,5.734,9.091,4.260,3.804,7.772,10.024,3.434,11.063,3.347,7.704,6.431,3.903,10.166,12.185
