datahora_UTC,Qgr5_0,Qgr5_1,Qgr5_2,Qgr5_3,Qgr5_4,Qgr5_5,Qgr5_6,Qgr5_7,Qgr5_8,Qgr5_9,Qgr5_10,Qgr5_11,Qgr5_12,Qgr5_13,Qgr5_14,Qgr5_15,Qgr5_16,Qgr5_17,Qgr5_18,Qgr5_19,Qgr5_20,Qgr5_21,Qgr5_22,Qgr5_23,Qgr5_24,Qgr5_25,Qgr5_26,Qgr5_27,Qgr5_28,Qgr5_29,Qgr5_30,Qgr5_31,Qgr5_32,Qgr5_33,Qgr5_34,Qgr5_35,Qgr5_36,Qgr5_37,Qgr5_38,Qgr5_39,Qgr5_40,Qgr5_41,Qgr5_42,Qgr5_43,Qgr5_44,Qgr5_45,Qgr5_46,Qgr5_47,Qgr5_48,Qgr5_49,Qgr5_50,Qmed,Q25,Q75,Qobs
2020-06-26 12:00:00+00:00,6.500,7.565,5.951,6.051,5.587,3.937,7.718,4.773,5.425,6.871,5.132,4.400,6.613,4.908,7.067,4.387,6.636,4.969,5.491,6.158,4.935,5.198,4.413,5.421,8.001,6.175,3.987,3.298,5.270,5.529,4.694,5.698,5.521,5.211,4.686,5.937,5.908,5.922,4.942,4.228,6.951,7.651,5.138,5.726,6.146,8.777,4.202,6.940,3.864,4.659,6.912,5.521,4.874,6.175,3.158
2020-06-26 18:00:00+00:00,6.699,7.872,8.330,7.230,4.873,4.635,8.155,4.740,6.488,6.913,4.569,4.895,6.952,4.305,8.145,4.533,6.319,4.622,4.821,6.417,4.936,4.732,3.954,4.835,8.919,5.682,3.896,4.020,4.995,6.281,4.553,5.238,6.252,6.705,4.132,6.276,6.033,5.326,4.456,4.483,6.131,11.097,6.153,6.019,6.876,12.818,4.862,7.933,4.849,4.143,9.232,5.682,4.708,6.705,4.425
2020-06-27 00:00:00+00:00,6.218,7.461,8.152,7.440,4.109,4.263,6.471,4.525,6.528,5.781,4.677,5.530,7.223,3.830,7.031,5.002,5.171,5.162,4.937,6.095,5.251,4.701,3.401,3.834,7.044,5.351,4.738,5.105,4.691,5.407,5.137,4.553,5.749,6.121,3.603,5.687,5.448,5.095,4.930,5.098,6.137,11.167,5.308,5.629,7.186,15.070,5.332,7.198,6.013,3.550,8.754,5.351,4.882,6.218,12.185
2020-06-27 06:00:00+00:00,8.986,12.516,10.800,9.253,5.294,5.209,6.255,6.800,10.427,6.701,7.530,9.535,11.538,5.128,8.208,9.055,6.146,9.080,8.007,9.125,8.297,6.185,3.706,3.662,6.618,8.778,7.338,8.610,6.471,5.606,10.054,5.219,7.973,8.242,4.131,7.836,7.028,7.958,8.190,8.877,10.366,16.232,5.544,5.915,10.455,17.565,9.094,8.437,7.285,4.378,11.301,8.007,6.237,9.094,21.273
2020-06-27 12:00:00+00:00,16.310,23.140,16.094,15.581,9.369,9.324,8.857,12.445,19.158,10.685,13.286,16.694,18.450,9.001,12.081,18.150,9.835,15.444,12.986,16.305,13.633,8.377,5.906,5.023,8.328,17.249,10.250,13.540,10.744,7.382,19.288,7.869,14.260,15.489,6.121,13.000,12.618,13.827,13.739,16.038,18.503,26.614,8.609,7.512,15.481,23.164,18.122,11.254,10.093,8.183,22.409,13.286,9.358,16.305,31.222
2020-06-27 18:00:00+00:00,24.616,26.609,18.837,20.427,13.969,15.223,12.618,16.092,25.147,15.558,18.804,20.651,21.207,13.579,15.316,26.827,12.707,18.374,15.554,22.983,16.475,11.297,9.992,7.617,9.954,24.608,13.185,15.882,15.158,9.025,23.308,12.398,19.895,23.023,8.655,16.410,20.018,18.059,19.368,21.512,24.551,31.441,15.094,9.850,19.452,25.313,27.386,13.238,12.813,13.911,40.985,16.475,13.493,21.512,34.488
2020-06-28 00:00:00+00:00,26.246,22.821,17.937,17.414,15.105,16.929,13.163,12.142,24.041,16.058,19.243,18.289,18.555,15.474,16.717,26.477,12.323,15.800,15.616,24.153,13.682,13.519,11.700,8.733,8.992,23.392,14.233,16.423,15.502,7.638,20.392,13.844,19.637,23.045,9.047,17.274,20.793,18.177,21.420,20.473,23.511,27.808,20.821,9.940,18.963,22.292,24.818,12.217,13.710,15.353,40.296,17.274,13.810,20.821,37.782
2020-06-28 06:00:00+00:00,19.852,17.545,14.082,13.154,11.394,13.236,10.341,8.692,18.801,12.238,14.424,14.184,14.333,12.542,16.346,19.640,9.478,11.847,12.358,18.331,10.267,11.125,8.863,7.250,7.420,17.509,11.483,12.600,12.516,6.083,15.262,10.495,15.116,17.635,7.037,13.866,16.185,14.000,16.922,15.415,17.914,21.970,16.739,7.831,14.918,18.014,18.203,9.744,11.099,11.308,30.700,13.866,11.118,16.739,38.037
2020-06-28 12:00:00+00:00,15.465,14.888,11.745,11.152,8.770,9.953,8.329,7.412,15.574,9.660,11.250,12.347,12.098,9.491,13.276,15.493,7.709,9.856,9.937,14.373,8.706,8.693,6.621,6.000,6.641,14.047,9.377,9.950,9.835,5.434,12.622,7.958,12.181,13.904,5.684,11.058,12.727,11.290,13.242,12.376,14.559,18.784,12.299,6.403,12.307,15.637,14.612,8.294,8.816,8.394,24.372,11.152,8.703,13.242,31.098
2020-06-28 18:00:00+00:00,13.817,13.802,10.713,10.456,7.792,8.586,7.583,7.185,13.996,8.740,10.050,11.528,11.236,8.105,11.176,13.931,7.096,9.185,8.886,12.877,8.187,7.521,5.791,5.284,6.313,12.716,8.246,8.854,8.656,5.235,11.591,7.078,10.935,12.391,5.188,9.761,11.278,10.176,11.512,11.148,13.196,17.160,10.263,5.917,11.207,14.592,13.294,7.733,7.757,7.398,21.532,10.050,7.751,11.528,25.518
2020-06-29 00:00:00+00:00,13.066,13.080,10.243,9.965,7.583,8.172,7.358,7.031,13.094,8.478,9.628,10.738,10.725,7.695,10.252,13.168,6.900,8.844,8.506,12.218,7.888,7.149,5.614,4.993,6.108,12.073,7.751,8.526,8.218,5.093,11.050,6.879,10.358,11.777,5.013,9.291,10.904,9.681,10.854,10.613,12.507,16.045,9.713,5.775,10.623,13.765,12.595,7.475,7.411,7.162,19.850,9.628,7.459,10.904,21.807
2020-06-29 06:00:00+00:00,12.391,12.620,9.817,9.544,7.621,7.924,7.384,7.308,12.416,8.445,9.340,10.104,10.273,7.462,9.824,12.483,6.720,8.692,8.214,11.637,7.670,6.911,5.478,4.843,5.948,11.586,7.429,8.238,7.946,4.987,10.557,6.885,9.910,11.221,4.906,8.949,11.577,9.267,10.436,10.156,11.884,15.061,9.331,5.685,10.142,13.023,11.964,7.253,7.186,6.959,18.425,9.267,7.365,10.557,16.832
2020-06-29 12:00:00+00:00,11.795,12.719,9.433,9.210,7.897,7.760,8.219,8.554,11.803,8.588,9.649,9.660,9.975,7.249,9.437,11.863,6.562,9.232,7.950,11.183,7.707,6.723,5.370,4.768,5.820,11.742,7.208,8.146,7.700,4.902,10.106,7.493,9.513,10.713,5.049,8.677,12.602,8.920,10.393,9.911,11.319,14.187,8.990,5.708,9.726,12.356,11.392,7.053,6.996,6.778,17.311,8.990,7.432,10.393,13.657
2020-06-29 18:00:00+00:00,11.446,13.072,9.086,8.916,8.738,7.731,10.156,9.857,11.247,8.421,11.493,9.293,9.732,7.354,9.092,11.301,6.460,10.518,7.707,10.847,8.172,6.557,5.269,4.764,5.697,11.989,7.011,8.786,7.559,4.870,9.691,8.627,9.162,10.249,5.627,8.532,11.872,8.610,10.456,10.576,10.805,13.406,8.675,5.751,9.517,11.805,10.936,6.865,7.174,6.606,16.642,9.086,7.508,10.576,12.117
2020-06-30 00:00:00+00:00,11.867,13.413,9.013,8.597,11.617,7.757,11.844,9.174,10.741,7.964,14.541,8.991,9.316,8.852,8.771,11.073,6.423,10.943,7.564,10.343,8.665,6.442,5.175,4.975,5.581,11.199,6.825,10.421,7.981,5.091,9.373,9.626,9.117,9.823,6.119,8.423,10.767,8.323,9.951,12.349,10.335,12.802,8.411,5.596,10.218,11.708,10.990,6.689,9.147,6.577,15.999,9.147,7.912,10.767,10.840
2020-06-30 06:00:00+00:00,13.577,13.303,10.025,8.299,15.161,7.560,11.582,8.101,10.284,7.584,15.583,8.870,8.986,12.285,8.478,12.457,6.345,9.981,7.690,9.868,8.480,6.440,5.094,5.295,5.470,10.413,6.651,12.252,9.353,5.886,9.249,10.962,10.424,9.450,5.638,8.093,10.011,8.056,9.372,13.220,9.903,13.213,8.416,5.536,12.353,11.752,11.368,6.526,14.142,6.963,14.884,9.372,7.664,11.582,9.793
2020-06-30 12:00:00+00:00,17.006,12.548,12.389,8.031,15.407,7.420,9.922,7.547,9.885,7.328,13.442,8.949,8.919,15.883,8.207,16.895,6.150,10.226,7.871,9.468,7.841,6.441,5.020,5.284,5.366,9.877,6.486,14.553,10.421,7.197,9.202,10.374,13.789,9.177,5.157,7.771,9.809,7.807,9.150,12.124,9.518,15.406,9.191,5.553,13.758,11.136,11.783,6.372,19.185,7.425,14.587,9.202,7.517,12.124,9.133
2020-06-30 18:00:00+00:00,20.999,11.534,14.337,7.785,12.888,7.178,8.809,7.623,9.649,7.125,11.577,8.844,9.022,20.154,8.090,24.656,5.960,13.775,7.491,9.302,7.452,6.216,4.935,5.191,5.266,9.496,6.371,17.748,9.837,8.225,8.979,8.981,17.585,9.336,4.923,7.510,11.413,7.575,10.461,11.084,9.169,19.942,10.612,5.374,12.187,10.626,13.924,6.222,21.596,6.962,17.122,9.169,7.481,11.577,9.558
2020-07-01 00:00:00+00:00,23.478,11.439,15.366,8.400,12.717,6.900,9.069,8.646,10.789,7.334,10.768,8.648,9.081,24.497,9.178,33.795,5.933,20.593,7.093,10.268,8.632,6.575,4.845,4.898,5.171,9.623,6.819,20.981,10.164,8.168,10.325,8.092,21.906,11.554,5.129,7.702,16.591,7.359,14.478,10.819,8.889,27.386,12.200,5.526,10.795,11.148,17.739,6.647,25.200,6.462,21.593,9.623,7.353,12.717,16.135
