datahora_UTC,Qgr5_0,Qgr5_1,Qgr5_2,Qgr5_3,Qgr5_4,Qgr5_5,Qgr5_6,Qgr5_7,Qgr5_8,Qgr5_9,Qgr5_10,Qgr5_11,Qgr5_12,Qgr5_13,Qgr5_14,Qgr5_15,Qgr5_16,Qgr5_17,Qgr5_18,Qgr5_19,Qgr5_20,Qgr5_21,Qgr5_22,Qgr5_23,Qgr5_24,Qgr5_25,Qgr5_26,Qgr5_27,Qgr5_28,Qgr5_29,Qgr5_30,Qgr5_31,Qgr5_32,Qgr5_33,Qgr5_34,Qgr5_35,Qgr5_36,Qgr5_37,Qgr5_38,Qgr5_39,Qgr5_40,Qgr5_41,Qgr5_42,Qgr5_43,Qgr5_44,Qgr5_45,Qgr5_46,Qgr5_47,Qgr5_48,Qgr5_49,Qgr5_50,Qmed,Q25,Q75,Qobs
2020-06-28 00:00:00+00:00,28.381,12.270,16.818,13.078,16.959,16.747,24.898,7.952,22.543,20.000,18.705,15.748,26.222,13.988,13.768,19.277,19.859,27.245,14.999,16.346,19.834,15.306,12.670,17.877,17.691,15.584,14.519,9.563,29.847,18.577,12.067,20.733,19.699,17.733,12.544,28.457,16.592,25.987,26.450,21.817,13.228,14.413,13.536,17.479,14.137,7.291,12.231,16.075,22.820,20.330,15.007,16.818,14.100,20.000,37.782
2020-06-28 06:00:00+00:00,21.686,9.368,13.394,9.749,13.495,12.573,19.048,6.108,17.793,15.146,14.426,11.891,20.039,11.228,10.078,14.327,15.786,20.380,11.688,12.507,14.805,11.634,9.108,13.853,13.494,11.746,11.264,8.038,22.712,14.056,9.495,15.392,14.557,13.348,9.544,22.521,12.638,19.884,19.701,16.193,9.989,11.243,9.744,13.550,10.479,6.263,9.110,12.111,17.128,14.962,11.102,13.348,10.947,15.146,38.037
2020-06-28 12:00:00+00:00,17.310,7.973,10.422,7.492,11.158,10.765,15.060,5.164,14.696,12.106,11.728,9.453,16.724,9.323,7.910,11.503,12.966,15.937,9.608,10.119,12.177,9.025,7.344,11.872,10.097,9.460,9.240,6.230,17.892,10.765,7.787,13.173,11.220,11.421,7.527,17.699,9.954,15.951,15.982,12.397,7.619,9.584,8.272,10.847,8.962,6.115,7.936,9.985,13.777,12.469,9.081,10.422,9.009,12.397,31.098
2020-06-28 18:00:00+00:00,15.520,7.366,9.155,6.724,10.239,10.098,13.457,4.903,13.246,10.858,10.622,8.448,15.366,8.452,7.254,10.440,11.644,14.162,8.773,9.068,11.269,8.009,6.860,11.094,8.780,8.659,8.433,5.372,16.007,9.510,7.059,12.345,10.070,10.688,6.681,15.462,8.910,14.294,14.583,10.982,6.736,8.813,7.891,9.756,8.504,5.952,7.556,9.270,12.566,11.480,8.413,9.270,8.312,11.269,25.518
2020-06-29 00:00:00+00:00,14.591,7.018,8.739,6.497,10.181,9.646,12.742,4.799,12.553,10.359,10.163,8.053,14.454,8.079,7.038,9.989,11.031,13.376,8.415,8.595,10.756,7.719,6.640,10.580,8.427,8.269,8.114,5.128,15.025,9.100,6.753,11.737,9.655,10.153,6.394,14.539,8.564,13.495,13.754,10.491,6.512,8.409,7.585,9.304,8.162,5.685,7.269,8.925,11.937,10.845,8.092,8.925,7.969,10.756,21.807
2020-06-29 06:00:00+00:00,13.763,6.760,8.418,6.333,10.241,9.258,12.098,4.712,11.927,9.922,9.742,7.754,13.641,7.819,6.846,9.581,10.567,12.670,8.120,8.242,10.287,7.473,6.451,10.126,8.134,7.978,7.848,5.024,14.154,8.774,6.521,11.184,9.283,9.707,6.194,13.716,8.355,12.778,13.012,10.043,6.330,8.097,7.337,8.952,7.861,5.492,7.037,8.610,11.366,10.358,7.827,8.610,7.684,10.287,16.832
2020-06-29 12:00:00+00:00,13.037,6.578,8.137,6.184,9.689,8.921,11.587,4.637,11.476,9.522,9.429,7.517,12.912,7.583,6.669,9.224,10.202,12.034,7.865,8.037,9.857,7.276,6.291,9.714,8.093,7.729,7.610,4.937,13.560,8.476,6.350,10.680,8.946,9.331,6.122,12.979,8.509,12.132,12.343,9.632,6.196,7.842,7.129,8.638,7.611,5.371,6.868,8.321,10.847,9.922,7.702,8.476,7.457,9.857,13.657
2020-06-29 18:00:00+00:00,12.435,7.055,7.881,6.043,9.144,8.612,11.669,4.567,12.053,9.168,9.351,7.301,12.325,7.363,6.511,8.896,9.848,11.457,7.628,8.070,9.468,7.100,6.145,9.382,9.093,7.500,7.389,4.944,14.150,8.200,6.220,10.219,8.647,8.992,6.338,12.431,9.012,11.546,11.885,9.267,6.229,7.605,6.936,8.395,7.389,5.271,6.775,8.053,10.517,9.539,7.834,8.395,7.251,9.468,12.117
2020-06-30 00:00:00+00:00,11.948,9.769,7.672,5.910,8.734,8.325,11.854,4.501,13.917,8.842,9.325,7.098,12.770,7.173,6.584,8.590,9.646,10.931,7.406,8.146,9.120,6.900,6.010,9.083,11.384,7.285,7.182,5.228,14.934,7.940,6.170,9.796,8.409,8.711,6.803,12.852,9.262,11.014,12.343,8.948,6.599,7.385,6.755,8.351,7.181,5.177,6.701,7.805,11.347,9.247,7.991,8.351,7.154,9.646,10.840
2020-06-30 06:00:00+00:00,11.360,13.856,7.568,5.785,8.430,8.059,11.385,4.441,15.046,8.539,8.896,6.908,15.121,7.043,7.269,8.310,9.524,10.452,7.198,7.771,8.798,6.709,5.893,8.750,12.428,7.084,6.990,5.597,13.783,7.697,6.177,9.420,8.197,8.592,6.835,13.842,9.116,10.528,13.174,8.702,6.934,7.181,6.585,8.471,6.986,5.094,6.496,7.575,14.112,8.995,7.675,8.197,6.989,9.420,9.793
2020-06-30 12:00:00+00:00,10.826,13.617,7.491,5.667,8.155,7.810,13.571,4.383,13.882,8.259,8.474,6.729,18.013,6.932,8.029,8.053,9.123,10.012,7.003,7.391,8.500,6.537,5.786,8.439,10.803,6.895,6.815,5.353,12.638,7.471,6.065,9.077,7.921,8.638,6.375,13.522,8.421,10.082,13.005,8.492,6.555,6.991,6.424,8.318,6.803,5.021,6.295,7.361,16.397,8.673,7.253,8.029,6.812,9.077,9.133
2020-06-30 18:00:00+00:00,10.358,11.431,7.227,5.973,7.901,7.579,22.851,4.322,12.546,7.998,8.142,6.561,18.813,6.725,7.422,7.802,8.696,9.617,6.820,7.126,8.223,6.444,5.661,8.233,9.388,6.718,6.903,5.018,11.798,7.260,5.858,8.760,7.655,8.812,5.986,12.265,7.882,9.681,14.684,8.202,6.111,6.807,6.273,7.884,6.631,5.227,6.135,7.156,15.139,8.351,6.955,7.655,6.696,8.760,9.558
2020-07-01 00:00:00+00:00,10.536,10.189,7.005,7.651,8.044,7.362,33.027,4.497,11.525,7.754,8.463,6.832,18.196,6.802,6.744,7.647,8.823,9.261,6.647,7.108,7.965,7.061,5.538,8.670,8.733,6.553,8.394,5.326,11.260,7.062,5.973,8.466,7.422,11.658,5.936,11.367,7.727,9.321,21.134,7.911,6.218,6.645,6.739,7.519,6.468,6.375,6.089,6.962,14.252,8.100,7.087,7.647,6.743,8.733,16.135
2020-07-01 06:00:00+00:00,13.224,11.664,7.503,9.953,9.670,7.416,27.727,5.568,11.229,7.615,10.858,8.794,16.225,8.001,6.517,8.287,10.648,9.104,6.498,8.409,7.987,9.311,5.693,10.460,8.454,6.868,12.320,7.233,11.597,6.879,7.068,8.193,7.214,22.773,6.435,11.774,8.538,8.989,27.779,7.794,7.625,6.531,9.677,7.347,6.315,7.966,6.537,7.415,15.821,8.429,8.621,8.409,7.319,10.460,7.513
2020-07-01 12:00:00+00:00,18.244,14.685,9.762,9.378,12.519,8.336,21.764,7.384,12.000,7.979,14.476,12.235,16.254,10.131,7.213,10.727,13.448,9.651,6.789,12.497,8.819,11.480,6.799,12.199,8.438,8.744,15.648,9.830,14.409,6.977,8.553,7.938,7.211,37.676,7.045,14.638,10.558,8.801,26.452,8.138,9.512,7.018,15.067,7.744,6.170,7.549,7.689,10.425,17.640,10.369,11.576,9.830,7.969,12.519,8.375
2020-07-01 18:00:00+00:00,19.296,14.647,12.141,7.964,12.871,9.624,18.792,7.621,12.884,9.089,14.061,12.806,20.258,10.417,9.378,13.148,13.286,10.790,8.523,16.475,9.795,9.934,8.493,11.145,9.094,11.317,14.249,9.365,17.551,8.209,8.027,7.743,7.894,34.939,6.588,17.724,11.628,9.202,21.549,8.656,8.850,9.449,16.365,9.071,6.032,6.439,8.326,15.883,15.746,12.988,12.440,10.790,8.801,14.061,15.925
2020-07-02 00:00:00+00:00,16.109,12.516,10.576,7.039,10.950,9.163,18.016,6.359,11.813,9.774,11.739,10.592,27.263,8.937,11.549,11.685,11.732,10.852,11.184,14.556,8.979,8.315,8.361,9.672,9.860,10.625,11.560,7.597,15.374,10.619,6.956,7.723,8.978,26.682,6.037,15.985,10.164,10.328,18.342,8.310,7.541,13.028,13.087,10.042,6.169,5.784,7.437,17.065,13.739,12.526,10.482,10.592,8.793,12.516,17.078
