datahora,chuva_mm,chuva_wrf,obs_acum,wrf_acum,qsac_bru,qsac_anc,qsac_bru_novo,qsac_anc_novo,qgr5_bru,qgr5_anc
2019-05-25T12:00:00+00:00,0.000,0.000,43.380,43.400,16.954,12.570,12.780,16.294,11.856,12.162
2019-05-25T18:00:00+00:00,0.000,0.000,43.380,43.400,13.324,9.878,12.088,15.330,11.383,11.677
2019-05-26T00:00:00+00:00,0.000,0.000,43.380,43.400,10.736,7.960,11.446,14.433,10.954,11.237
2019-05-26T06:00:00+00:00,0.000,0.000,43.380,43.400,9.083,6.735,10.865,13.620,10.559,10.832
2019-05-26T12:00:00+00:00,0.000,0.000,43.380,43.400,8.098,6.004,10.348,12.896,10.198,10.461
2019-05-26T18:00:00+00:00,0.000,0.000,43.380,43.400,7.539,5.589,9.894,12.260,9.865,10.120
2019-05-27T00:00:00+00:00,0.000,0.000,43.380,43.400,7.199,5.338,9.499,11.706,9.556,9.803
2019-05-27T06:00:00+00:00,0.000,0.000,43.380,43.400,6.965,5.164,9.156,11.227,9.269,9.509
2019-05-27T12:00:00+00:00,0.050,0.000,43.430,43.400,6.917,5.128,8.861,10.813,9.003,9.236
2019-05-27T18:00:00+00:00,0.000,0.000,43.430,43.400,6.899,5.115,8.608,10.459,8.755,8.981
2019-05-28T00:00:00+00:00,0.000,0.000,43.430,43.400,6.881,5.102,8.390,10.155,8.522,8.743
2019-05-28T06:00:00+00:00,0.000,0.000,43.430,43.400,6.864,5.089,8.204,9.895,8.305,8.520
2019-05-28T12:00:00+00:00,0.000,0.070,43.430,43.470,6.848,5.078,8.051,9.679,8.102,8.311
2019-05-28T18:00:00+00:00,4.850,2.830,48.280,46.300,6.911,5.124,8.169,9.744,8.018,8.225
2019-05-29T00:00:00+00:00,4.530,6.950,52.810,53.250,7.499,5.560,8.851,10.406,8.650,8.874
2019-05-29T06:00:00+00:00,1.900,1.990,54.710,55.240,9.021,6.688,9.287,10.830,10.648,10.923
2019-05-29T12:00:00+00:00,0.140,4.000,54.850,59.240,10.615,7.870,9.931,11.486,12.694,13.022
2019-05-29T18:00:00+00:00,0.050,0.380,54.900,59.620,11.810,8.756,10.122,11.660,12.652,12.979
2019-05-30T00:00:00+00:00,0.000,0.240,54.900,59.860,12.040,8.927,10.034,11.546,11.978,12.288
2019-05-30T06:00:00+00:00,0.000,0.830,54.900,60.690,11.299,8.378,9.878,11.365,10.782,11.060
2019-05-30T12:00:00+00:00,0.110,2.100,55.010,62.790,10.341,7.667,9.879,11.350,10.299,10.566
2019-05-30T18:00:00+00:00,0.160,2.320,55.170,65.110,9.806,7.271,10.002,11.464,10.447,10.717
2019-05-31T00:00:00+00:00,1.160,0.920,56.330,66.030,9.759,7.235,10.038,11.490,10.801,11.080
2019-05-31T06:00:00+00:00,0.030,0.020,56.360,66.050,9.734,7.217,9.904,11.340,10.870,11.151
2019-05-31T12:00:00+00:00,0.050,0.010,56.410,66.060,9.370,6.947,9.678,11.095,10.431,10.700
2019-05-31T18:00:00+00:00,0.030,0.680,56.440,66.740,8.757,6.493,9.452,10.848,9.765,10.018
2019-06-01T00:00:00+00:00,6.440,0.120,62.880,66.860,8.200,6.080,9.195,10.554,9.294,9.535
